,M1646_1,M1647_1,M01135_GAMYB_Q2,M0040_1,M0041_1,M1313_1,M0149_1,M01164_SQUA_01,M2368_1,M0008_1,M2369_1,ATHB2_binding_site_motif,M1561_1,LS5_promoter_element,M1678_1,M1679_1,M0821_1,E2F_DP_BS_in_AtCDC6,ACE_promoter_motif,M0037_1,M2356_1,M00151_AG_01,M0036_1,M2357_1,M1365_1,M01191_HDG7_01,SORLREP1,EveningElement_promoter_motif,OBP-1-4-5_BS_in_GST6,M1697_1,M1696_1,M0265_1,M0264_1,M2363_1,M00440_CG1_Q6,M1211_1,T-box_promoter_motif,M00819_KNOX3_01,M0142_1,M00417_ATHB9_01,M1921_1,Bellringer_replumless_pennywise_BS3_IN_AG,M1319_1,SORLIP1,M00344_RAV1_02,M00942_CPRF1_01,M01054_BHLH66_01,M00681_WRKY_Q2,M00376_TGA1A_Q2,M00441_GBF_Q2,M01114_E2F_Q2,M00479_ALFIN1_Q2,M1326_1,M1327_1,SORLIP3,AP1_BS_in_AP3,TGA1_binding_site_motif,M1576_1,M0370_1,M0371_1,M0840_1,M1618_1,M0841_1,M1619_1,M00089_ATHB1_01,M0591_1,M0590_1,ATB2_AtbZIP53_AtbZIP44_GBF5_BS_in_ProDH,M1650_1,M2662_1,M0765_1,M0764_1,Inr,M1842_1,M2341_1,M0020_1,M0021_1,M0653_1,M00943_TAF1_01,M00345_GAMYB_01,EIN3_BS_in_ERF1,AGL15_BS_in_AtGA2ox6,M0155_1,M0014_1,M0272_1,M0273_1,M0015_1,M2374_1,M00408_MADSA_Q2,M01133_AG_Q2,M1346_1,HSEs_binding_site_motif,M1680_1,M1681_1,M1403_1,SORLREP3,M1402_1,M1331_1,M1330_1,M00969_ATMYB15_01,Y_Patch,M01180_SPL14_01,M1940_1,M1941_1,M0682_1,Bellringer_replumless_pennywise_BS2_IN_AG,M01194_PDF2_01,CCA1_binding_site_motif,OBF4-5_BS_in_GST6,M0847_1,M0846_1,M0019_1,M0018_1,M2379_1,M00352_DOF1_01,M0376_1,M1656_1,M1657_1,M1303_1,M0762_1,M0763_1,M0158_1,M0027_1,M2346_1,AG_BS_in_SPL_NOZ,M0026_1,M2347_1,M1620_1,M00968_ATMYB77_01,M01189_CBNAC_02,M00700_ROM_Q2,M00654_OSBZ8_Q6,M0654_1,M0655_1,M00404_MADSB_Q2,M0166_1,M0167_1,M0153_1,M00371_CPRF2_Q2,M1309_1,M0768_1,M0769_1,M00949_AGL15_01,M00506_LIM1_01,M1686_1,M0081_1,M0080_1,M0013_1,M2373_1,M0012_1,M1341_1,M1340_1,M1404_1,M1405_1,M00788_EMBP1_02,M1663_1,M00392_AGL3_01,M01062_AGL2_02,M1336_1,M1337_1,M1277_1,AtMYB2_BS_in_RD22,LFY_consensus_binding_site_motif,M1276_1,M00401_ABF1_03,M00434_PIF3_01,ARF_binding_site_motif,SBP-box_promoter_motif,M0581_1,M0329_1,M00702_SPF1_Q2,SORLREP5,M1315_1,M1314_1,JASE1_motif_in_OPR1,M1566_1,M1700_1,M00442_ABF_Q2,M1701_1,Nonamer_promoter_motif,M1567_1,M0268_1,M0269_1,M0850_1,M0851_1,M0079_1,M0078_1,CArG1_motif_in_AP3,M0256_1,M2351_1,M0030_1,M2350_1,M0031_1,M0257_1,M00367_HBP1A_Q2,M1363_1,M0262_1,M0004_1,M2365_1,M0005_1,M2364_1,M0263_1,M00370_CPRF3_Q2,AP1_BS_in_SUP,CArG2_motif_in_AP3,M1690_1,M1691_1,M0677_1,M0145_1,M00439_C1_Q2,DRE_promoter_motif,CArG3_motif_in_AP3,M00375_TGA1B_Q2,M01006_AGP1_01,SORLIP5,M0073_1,M0072_1,M00315_GEN_INI_B,M01186_STF1_01,M1321_1,M1320_1,M01050_ARR10_01,M2380_1,M2381_1,M0649_1,M0648_1,M01188_CBNAC_01,ATHB6_binding_site_motif,M0156_1,M0157_1,M0665_1,M1345_1,M1344_1,M0849_1,M0848_1,M0017_1,M0271_1,M0270_1,M0016_1,M00950_AG_02,M2377_1,M1683_1,M1682_1,CArG_promoter_motif,M01156_BZR1_01,M1332_1,PI_promoter_motif,M1333_1,M1400_1,M1401_1,M01021_ID1_01,M0029_1,M2348_1,M0028_1,M2349_1,M0681_1,RY-repeat_promoter_motif,M0680_1,M1943_1,M0121_1,M1575_1,M0373_1,M0372_1,M1689_1,M1688_1,M0843_1,M0842_1,M1836_1,M2661_1,M0766_1,M0767_1,GCbox,CAATbox,M1278_1,M00653_OCSBF1_01,M2342_1,M0023_1,M2343_1,M0022_1,M0162_1,M0163_1,M01052_MYB80_01,M0650_1,M0651_1,M01192_HDG9_01,JASE2_motif_in_OPR1,M00937_TGA1A_Q2_01,M0758_1,M0759_1,M1338_1,M1339_1,M1694_1,M1695_1,M1569_1,M00958_ABI4_01,M2361_1,M0266_1,M01055_NAC691_01,SORLREP2,M0267_1,M00368_CPRF_Q2,LFY_BS_in_AP3,M2699_1,M00343_RAV1_01,CBF1_BS_in_cor15a,M00948_PCF2_01,M00369_TAF1_Q2,M0258_1,M0259_1,M1325_1,W-box_promoter_motif,M1324_1,RAV1-B_binding_site_motif,M1416_1,M0771_1,M0770_1,DPBF1_2_binding_site_motif,M1645_1,M1644_1,M0043_1,M00936_HBPA1_Q6_01,M0854_1,CCA1_motif1_BS_in_CAB1,MYB_binding_site_promoter,M00353_DOF2_01,M00366_EMBP1_Q2,M1562_1,L1-box_promoter_motif,M1563_1,TEF-box_promoter_motif,M01061_AGL2_01,SORLIP2,M0646_1,M00635_GT1_Q6,Hexamer_promoter_motif,EIL1_BS_in_ERF1,M0034_1,M2355_1,M0252_1,M0035_1,M2354_1,ATHB1_binding_site_motif,M00503_ATHB5_01,DRE-like_promoter_motif,M00735_ZAP1_01,M00507_TRAB1_Q2,M0261_1,M0007_1,M0006_1,M0260_1,M1693_1,M1692_1,M0369_1,M1648_1,M1649_1,M0229_1,M0588_1,M0589_1,M0146_1,M0147_1,M0039_1,M2358_1,M0038_1,M2359_1,LS7_promoter_element,M01179_CBT_01,M00435_PIF3_02,M1322_1,M1323_1,M00393_AGL3_02,M00399_ABF1_01,M1410_1,M1411_1,M1677_1,M2383_1,M2382_1,M00660_RITA1_01,M0582_1,M0583_1,GATA_promoter_motif_LRE,M1316_1,M1317_1,M1642_1,CCA1_motif2_BS_in_CAB1,M1702_1,TATAbox,M1564_1,M1699_1,BoxII_promoter_motif,M01059_AGL1_01,M00501_ANT_01,M0853_1,M0852_1,M00952_PCF5_01,Z-box_promoter_motif,octamer_promoter_motif,M1329_1,GA,M2863_1,M1195_1,Ibox_promoter_motif,M00355_PBF_01,M0255_1,M2352_1,M0033_1,M2353_1,M01193_ML1_01,M0032_1,M0151_1,M0150_1,SORLIP4,M00502_TEIL_01,M01060_AGL1_02,M00354_DOF3_01,M00361_CDC5_01,M1932_1,M1684_1,M1685_1,M01136_DOF_Q2,M0118_1,M0119_1,M01126_BPC1_Q2,M00970_ATMYB84_01,M1343_1,M2371_1,M0010_1,M2370_1,M0011_1,ABFs_binding_site_motif,CBF2_binding_site_motif,M00945_CPRF2_01,M01187_STF1_02,M1335_1,M1334_1,M1407_1,TELO-box_promoter_motif,M1406_1,E2F_binding_site_motif,M01128_SED_Q2,M00149_SBF1_01,M1274_1,M1275_1,M0844_1,M0845_1,Bellringer_replumless_pennywise_BS1_IN_AG,M00697_HBP1B_Q6,PRHA_BS_in_PAL1,M0761_1,M0760_1,MRE_motif_in_CHS,M1655_1,M1209_1,VOZ_binding_site,SORLREP4,M01130_PBF_Q2,M0024_1,M2345_1,M0025_1,M2344_1,M00946_TGA1B_01,M00400_ABF1_02,M01057_ERF2_01,M0165_1,M0164_1,M0657_1,M0656_1
Chr4_-_12006209_AT4G22880_tair(-),30,32,44,31,26,28,33,40,35,38,46,21,26,28,48,44,22,62,45,36,65,44,26,26,26,44,28,45,38,49,54,34,38,54,28,34,66,32,31,52,46,32,36,47,43,36,32,38,32,45,41,64,33,45,39,33,49,13,37,17,33,28,33,15,30,43,43,23,36,39,43,33,53,33,79,32,21,60,36,32,89,43,35,25,40,30,30,30,54,37,50,45,51,37,25,28,26,45,40,47,69,26,63,40,19,46,33,59,76,34,41,34,35,46,52,25,32,25,24,29,30,36,33,36,68,37,200,34,35,36,27,41,53,35,56,32,34,40,35,35,40,31,40,50,50,47,34,39,53,26,30,13,41,34,41,39,39,38,43,40,29,48,36,38,74,62,32,29,34,44,29,29,53,29,39,22,47,57,48,41,21,41,29,26,38,25,48,62,42,46,32,35,41,46,36,42,24,29,37,33,50,34,33,40,61,46,44,28,59,41,24,71,33,39,70,48,46,32,39,34,41,40,31,39,41,49,52,30,39,38,22,34,36,10,40,23,37,28,30,42,39,51,44,41,29,28,43,31,31,44,42,29,63,35,73,25,34,34,24,39,16,43,42,44,44,30,26,36,31,45,24,24,36,33,21,41,26,46,31,36,41,30,27,51,40,36,41,38,35,30,37,50,46,22,35,40,29,46,32,36,40,36,50,55,39,29,39,35,25,30,35,43,27,33,31,24,37,26,27,41,27,24,59,52,49,37,30,28,18,41,43,18,29,30,34,69,49,40,37,24,35,35,33,32,32,31,44,30,33,33,51,48,43,25,34,41,48,52,32,34,29,38,28,32,36,43,49,30,37,38,65,39,20,16,42,41,32,36,87,35,38,19,6,57,39,17,19,46,38,53,45,46,14,30,38,33,33,71,48,27,41,51,31,74,34,42,49,36,39,41,30,30,54,47,42,43,51,48,73,31,17,76,50,36,20,32,25,27,36,41,38,37,38,27,34,52,44,45,41,33,33,31,18,35,68,30,57,31,33,75,37,43,42,56,44,28,49,28,41,35,55,28,31,37,51,37
Chr4_-_15275310_AT4G31500_tair(-),62,79,72,80,95,49,50,40,55,58,95,29,69,59,62,57,53,156,52,94,38,45,92,48,48,31,30,52,51,73,55,76,61,124,65,61,40,88,22,67,79,28,39,53,68,51,61,50,63,64,66,84,43,59,50,46,70,39,43,56,67,89,59,93,34,35,36,29,64,34,53,45,56,23,67,73,84,52,64,66,241,51,79,74,79,78,81,43,43,41,52,50,62,69,36,32,43,66,56,74,100,51,81,56,45,40,25,56,212,65,37,91,92,106,52,36,71,68,37,57,55,54,91,46,63,79,132,83,55,62,55,107,42,48,53,59,68,64,63,49,47,64,32,81,77,47,49,60,75,83,68,26,67,31,53,68,40,41,47,49,52,50,34,52,189,100,44,39,62,46,36,41,50,52,56,57,76,113,58,58,53,68,75,25,43,53,59,124,63,61,58,71,74,75,63,57,57,78,45,76,95,69,66,39,139,74,57,86,38,75,41,177,82,45,43,66,60,51,91,51,51,50,75,92,51,42,42,31,71,55,66,54,47,21,39,74,69,60,85,47,42,69,70,34,47,50,46,72,46,66,58,93,62,96,60,61,47,42,99,40,53,65,39,58,60,45,23,40,32,48,62,72,46,44,49,68,84,64,90,57,72,46,64,37,40,65,85,42,39,64,55,62,59,50,85,55,54,101,31,46,55,83,88,67,87,73,69,54,73,51,45,59,46,55,68,45,60,70,81,95,72,38,43,53,54,62,74,33,54,74,48,37,40,28,56,184,61,61,57,73,53,31,37,62,72,81,56,95,88,61,63,75,51,64,69,42,27,41,38,65,92,49,83,57,48,74,86,52,45,39,141,52,65,73,78,55,53,60,87,59,50,45,6,59,66,16,63,79,27,66,73,41,50,66,37,64,52,69,96,32,31,50,52,71,93,63,41,73,52,56,60,46,61,56,80,39,66,58,65,34,14,69,77,51,47,78,62,75,58,56,69,90,41,46,54,48,52,60,61,48,84,63,29,40,33,78,120,62,62,166,65,41,54,59,44,86,84,95,69,76,165,78,54,63,46,53
Chr4_+_16310775_AT4G34050_tair(+),63,66,68,39,47,42,34,52,61,48,80,25,43,55,45,40,34,100,49,49,62,43,46,31,29,41,29,36,38,55,52,51,28,52,47,41,49,59,21,51,46,31,30,55,55,32,38,34,51,44,37,41,36,38,43,48,38,16,26,36,39,43,50,39,33,34,47,33,62,34,46,42,62,23,75,41,32,35,42,64,114,44,47,44,39,50,59,27,57,48,36,35,44,44,34,40,34,42,40,36,114,49,60,41,22,40,32,50,121,52,40,53,53,40,50,23,57,57,35,38,36,37,44,53,53,48,139,40,63,37,62,67,36,32,54,43,39,30,43,27,41,33,43,86,54,53,59,47,49,47,31,13,60,36,22,57,40,39,37,43,48,58,41,40,61,51,44,37,38,35,32,31,35,27,56,41,46,44,41,38,35,31,45,29,40,32,49,65,46,70,32,61,51,46,46,49,51,38,31,44,52,34,45,48,89,41,39,47,60,68,51,108,54,48,43,45,44,50,51,28,37,32,54,52,36,39,30,36,48,25,26,38,30,12,41,37,47,42,61,50,42,46,48,56,37,38,53,49,53,46,69,46,61,51,62,37,39,32,70,28,25,38,28,46,44,27,26,44,28,40,51,63,53,35,34,38,42,44,48,40,44,28,36,36,41,44,46,37,33,41,29,39,45,40,66,34,44,67,38,37,37,42,43,67,57,60,46,35,50,37,50,38,33,50,47,32,50,63,59,51,64,26,41,51,42,45,42,35,28,36,43,26,37,28,35,84,48,31,42,47,32,28,37,48,52,39,36,48,55,50,49,45,37,56,63,41,45,32,39,36,59,33,55,36,48,51,56,30,36,38,60,53,48,33,40,39,44,32,98,49,35,36,4,49,46,32,32,46,30,50,56,46,30,57,30,37,33,45,58,23,29,53,26,89,49,42,47,45,33,36,43,34,48,47,45,41,37,40,53,28,29,70,40,47,30,35,47,41,45,41,40,49,41,39,53,39,48,53,51,35,40,29,17,38,45,57,69,50,41,103,67,45,43,56,33,45,40,55,41,51,83,48,38,42,29,41
Chr4_-_16388722_AT4G34230_tair(-),46,67,66,48,55,32,33,27,65,51,63,38,39,32,47,48,28,98,67,57,71,44,50,48,45,51,27,43,55,48,46,47,52,97,52,47,49,66,18,61,72,34,45,60,57,44,35,50,60,50,31,108,39,39,46,41,68,22,32,30,49,45,52,51,32,47,50,48,52,52,51,49,48,38,70,55,39,70,58,47,154,49,57,41,62,58,48,53,59,40,45,43,47,45,33,27,21,47,41,70,70,35,86,54,33,28,40,63,135,51,61,42,56,51,61,26,63,62,38,41,39,35,58,31,105,60,202,48,65,64,53,59,54,32,51,39,46,49,63,54,48,53,27,53,51,49,62,61,61,54,44,20,46,35,42,54,33,43,61,63,43,37,45,40,122,93,28,26,42,42,34,40,47,53,49,26,56,91,48,43,25,57,59,30,52,45,45,100,62,45,44,45,56,52,55,50,43,49,45,58,72,49,54,40,95,50,42,40,51,66,33,112,61,48,79,61,60,41,68,39,46,56,58,66,41,48,46,37,48,38,33,65,56,21,45,39,55,39,54,28,43,46,49,46,39,41,61,42,39,51,56,56,60,55,63,26,54,47,63,53,26,55,36,44,43,45,32,32,38,43,42,42,41,22,28,51,52,63,47,45,51,43,27,56,42,51,62,43,42,47,52,51,49,25,51,43,43,78,45,45,45,68,63,81,51,57,60,49,49,41,42,39,39,40,35,39,66,51,53,56,60,45,41,52,62,61,26,28,20,55,50,27,44,35,35,134,61,49,35,50,51,46,54,38,46,47,46,61,63,49,45,53,35,55,57,45,44,50,42,53,54,53,50,39,47,62,91,47,41,32,113,51,31,36,53,55,31,40,55,53,36,41,4,62,46,16,29,52,41,49,55,53,29,50,36,45,36,80,67,51,48,70,49,57,53,49,38,53,50,38,49,29,57,71,65,54,44,45,89,31,22,75,85,58,37,45,41,50,51,56,57,63,57,41,48,51,40,39,48,43,51,32,19,48,50,60,93,57,47,105,54,51,41,46,63,47,68,62,65,56,103,52,47,40,46,38
Chr4_-_17139635_AT4G36220_tair(-),58,66,66,58,82,47,62,34,54,44,81,36,68,42,54,52,48,106,58,89,63,64,78,39,43,32,28,40,44,54,57,52,76,117,74,47,38,80,30,45,69,49,39,51,78,68,62,51,71,81,46,94,37,60,37,34,65,44,43,46,56,73,60,89,38,39,44,37,55,40,62,57,57,35,64,68,71,60,82,60,189,51,76,71,72,56,76,41,53,45,60,42,52,53,37,39,39,48,54,57,75,51,69,43,51,36,34,47,188,62,36,81,92,103,48,27,77,79,42,41,60,66,75,40,66,60,131,75,54,47,68,89,49,42,58,52,73,70,72,49,41,59,37,85,61,41,62,42,65,71,66,24,58,42,54,66,52,47,50,53,59,55,32,45,169,102,39,41,76,57,35,37,39,46,51,47,54,116,54,49,43,78,59,29,38,65,53,110,71,47,42,85,66,83,82,48,49,64,39,71,79,69,73,45,121,63,51,73,57,86,48,164,80,46,51,57,51,37,77,48,44,37,86,65,56,48,34,29,66,59,70,52,48,19,35,61,51,45,85,47,46,55,50,47,52,39,47,55,49,56,42,76,71,77,55,55,44,50,88,46,49,65,40,50,47,31,26,47,40,57,72,71,49,42,42,66,73,73,75,61,70,36,71,51,39,64,67,52,43,57,60,54,59,51,81,59,64,105,54,50,71,86,72,68,73,77,82,59,49,34,42,52,47,55,67,54,56,73,68,67,72,36,42,53,54,82,59,41,50,66,57,38,43,32,44,160,57,59,65,59,62,43,41,63,65,81,67,82,78,47,52,61,42,72,73,54,52,46,34,46,87,48,90,57,45,68,92,46,34,47,131,72,64,49,85,58,54,65,80,36,43,40,7,41,55,26,59,62,25,70,62,37,31,82,33,59,50,49,100,32,29,48,68,45,74,64,34,57,56,51,39,47,74,52,80,48,55,60,72,42,38,50,61,51,35,63,69,60,61,69,65,73,46,40,58,43,54,45,44,23,87,60,16,47,47,73,115,54,50,129,60,35,55,27,50,73,85,83,82,82,158,62,71,61,54,57
Chr4_+_17852441_AT4G37980_tair(+),59,66,63,76,73,49,41,48,68,60,56,27,58,37,59,58,53,110,54,66,56,53,69,54,41,54,35,39,56,68,57,66,65,122,65,49,63,66,31,74,104,26,70,58,54,61,48,51,51,72,56,122,39,42,42,39,72,38,54,46,46,64,52,69,45,35,40,33,64,47,59,60,47,24,70,58,70,42,70,48,183,53,71,49,75,58,57,66,60,37,40,23,53,55,28,44,42,42,58,96,59,47,72,59,58,28,38,37,183,40,46,63,77,88,53,28,75,68,27,54,54,42,73,39,61,84,132,73,69,61,50,74,55,51,59,44,51,52,54,57,46,58,38,62,59,42,49,63,72,64,52,26,49,39,58,66,56,51,57,57,44,36,42,36,167,108,29,41,54,53,28,43,39,55,34,62,62,103,51,53,58,67,68,43,44,58,41,122,67,51,70,57,78,62,67,55,44,58,33,57,84,70,59,50,117,55,51,69,47,46,43,126,64,45,63,86,78,36,96,42,48,41,66,82,63,51,34,33,53,55,68,46,53,24,43,59,55,56,53,52,52,54,54,53,58,52,47,53,46,60,43,70,68,65,56,44,65,38,73,43,38,53,57,58,57,35,32,56,40,48,63,49,35,47,47,62,67,64,63,48,66,53,61,45,52,50,75,46,44,61,69,62,63,55,64,43,62,99,40,36,71,82,75,71,72,65,66,52,64,48,45,44,39,51,59,43,55,64,74,75,64,29,34,42,44,77,59,39,47,85,68,35,45,30,45,153,78,68,48,69,65,44,45,45,56,75,62,85,77,45,56,60,49,65,75,59,35,45,60,60,68,61,69,39,39,86,95,49,47,45,126,58,55,61,67,56,41,51,86,48,52,40,14,50,59,29,45,61,40,60,51,36,36,54,36,63,45,49,83,30,34,44,58,57,64,83,56,73,49,41,66,43,68,59,59,54,57,56,43,42,23,36,110,66,32,72,67,57,55,71,50,92,84,46,55,45,50,51,35,60,71,50,22,49,53,71,93,61,55,117,59,37,57,36,43,68,79,71,72,64,132,52,54,56,55,54
Chr4_+_17855876_AT4G37990_tair(+),52,51,62,60,63,50,53,43,54,59,59,30,67,41,48,53,56,103,46,56,49,41,54,42,32,51,23,46,46,50,49,47,51,86,52,49,62,71,25,64,71,38,65,36,44,42,49,46,50,57,54,82,43,42,37,34,62,34,46,46,47,54,54,48,33,49,52,24,48,34,48,40,43,30,69,47,51,48,56,49,152,53,71,42,67,54,51,52,53,40,39,28,45,45,30,54,35,37,50,77,60,39,64,52,39,33,43,51,150,50,34,57,64,81,48,32,55,62,28,34,40,43,68,36,78,68,179,57,54,51,45,66,53,51,50,47,52,55,52,60,39,46,35,72,47,50,49,58,70,50,45,20,64,37,48,52,49,43,57,53,37,24,38,37,127,77,28,34,53,44,28,37,35,50,38,58,52,88,49,56,54,50,59,34,32,42,33,88,53,52,57,50,66,52,48,41,39,46,30,46,77,46,48,43,108,51,44,53,57,52,35,116,51,35,63,75,76,35,74,32,34,40,53,68,63,45,35,28,51,53,57,50,58,17,35,46,48,47,50,45,42,42,49,53,60,42,50,47,35,52,55,52,62,57,54,49,39,44,60,31,32,55,45,43,48,24,30,43,32,39,47,43,41,39,31,47,49,60,54,47,63,42,53,48,48,43,68,40,31,52,60,59,58,53,53,40,40,68,43,43,46,65,63,70,58,54,55,45,60,41,39,44,36,44,49,37,46,55,59,62,58,31,35,37,45,54,59,43,42,64,56,22,39,43,43,124,80,56,50,62,51,27,31,49,45,61,45,56,60,37,44,51,35,61,57,29,46,44,43,56,52,48,49,48,38,81,75,48,38,40,103,57,46,41,55,54,38,48,82,48,45,33,12,48,48,30,47,50,49,45,57,33,37,55,44,48,45,63,78,27,44,47,46,57,55,65,46,63,44,41,69,41,53,44,42,42,59,50,57,52,19,53,88,55,42,53,62,46,48,45,49,71,76,44,51,55,43,47,33,58,60,47,22,28,54,62,94,43,50,103,50,30,52,48,41,54,72,62,53,49,108,48,57,48,53,45
Chr4_+_18525246_AT4G39950_tair(+),57,90,92,77,95,50,54,46,64,51,100,40,64,67,62,70,49,156,63,96,68,52,91,49,50,35,21,54,48,63,59,58,65,119,84,58,67,91,19,64,80,36,50,64,80,64,64,61,78,92,84,79,52,65,53,46,67,44,29,53,63,97,50,103,35,35,33,35,65,40,61,64,54,28,78,90,74,49,81,72,245,38,84,78,74,73,86,60,51,43,45,50,57,64,41,51,50,60,58,68,120,52,79,44,52,30,39,48,203,74,50,96,107,94,52,25,86,83,42,55,59,57,96,55,69,76,117,90,66,54,83,118,56,52,56,67,76,72,83,38,51,66,34,100,66,52,65,53,78,87,69,24,71,50,53,61,49,53,44,53,68,57,37,60,162,98,42,41,62,59,33,45,49,44,46,43,67,113,68,61,42,77,72,27,49,75,58,123,72,55,58,101,72,83,77,62,62,82,38,82,95,70,77,51,135,68,62,91,56,99,52,169,82,52,44,65,59,51,90,47,54,38,89,79,61,42,41,41,67,58,80,55,38,18,46,90,66,55,90,50,52,62,61,49,46,52,60,73,54,72,57,94,77,88,68,59,39,51,109,40,52,57,25,58,56,39,30,51,46,58,75,84,56,59,48,65,84,71,87,73,77,58,59,34,38,79,81,49,46,52,56,70,62,41,113,59,70,104,42,48,67,86,70,81,80,89,82,63,68,55,41,64,57,72,78,56,73,77,104,99,93,39,53,60,57,84,59,30,39,60,57,37,34,30,67,202,62,61,65,87,64,33,38,69,60,86,69,97,106,65,63,65,48,78,90,48,37,43,42,68,107,57,106,58,44,73,99,47,53,51,139,75,76,63,86,71,60,59,66,41,43,45,10,45,69,35,57,69,36,66,73,47,46,81,36,62,49,64,101,52,25,42,63,61,95,67,43,69,50,53,44,47,65,62,79,48,65,68,63,41,23,73,61,57,35,80,58,80,61,65,81,85,45,58,72,50,65,74,56,37,86,62,17,51,49,91,151,74,51,174,71,44,59,37,39,91,82,97,77,81,165,85,66,70,53,57
Chr5_+_1160634_AT5G04230_tair(+),63,83,93,86,103,51,45,39,73,42,116,26,74,47,55,54,44,155,50,108,63,61,108,55,41,42,37,42,61,66,62,42,61,132,66,53,44,70,26,72,76,38,42,67,69,53,47,48,57,78,74,115,60,51,42,37,58,41,46,58,64,84,47,95,29,42,52,38,60,36,63,49,45,22,67,93,85,59,67,69,266,52,64,82,77,63,89,53,58,42,43,46,56,55,27,45,50,47,44,78,95,51,76,62,47,28,34,52,231,79,46,98,112,112,68,35,81,89,29,39,63,49,101,49,92,81,181,82,74,70,58,106,43,52,50,47,64,58,65,42,49,67,36,98,69,48,71,49,74,106,74,26,68,52,48,62,55,55,50,62,69,49,38,51,207,112,27,34,72,48,29,37,59,51,51,47,60,114,64,56,46,69,62,30,38,82,47,134,63,63,46,83,72,68,69,74,62,91,33,90,104,64,65,50,158,68,56,96,62,89,47,183,65,49,70,63,64,60,69,53,68,46,77,75,52,50,42,34,50,55,71,54,42,17,53,93,64,48,91,42,54,58,57,57,48,68,43,71,45,59,59,97,76,96,66,52,39,35,103,49,48,83,44,56,57,36,22,54,28,56,72,70,56,51,35,67,105,73,93,50,62,51,58,52,36,63,80,47,45,47,65,59,61,44,113,38,57,106,41,50,61,92,90,80,72,80,70,57,61,70,38,55,44,74,74,55,52,72,76,104,77,32,36,60,63,71,52,32,38,95,65,40,38,34,62,221,73,48,46,89,53,36,39,64,59,79,51,110,107,60,57,65,63,72,80,65,57,50,56,64,105,60,103,40,37,95,114,44,59,48,163,71,80,75,86,65,34,73,88,37,61,31,7,52,60,33,50,66,41,82,68,39,59,90,43,59,56,68,104,38,31,67,58,73,98,62,43,69,43,39,44,29,82,69,86,46,67,61,66,45,19,64,98,44,34,96,46,96,58,61,62,69,42,70,60,61,54,62,60,47,96,75,23,46,44,78,132,56,41,193,66,50,72,62,45,91,79,110,84,70,191,88,52,49,49,46
Chr5_+_2803957_AT5G08640_tair(+),63,76,63,76,92,40,51,39,55,49,95,23,52,50,62,53,31,130,75,101,91,47,93,45,38,45,24,47,38,63,57,60,59,90,58,57,49,68,38,62,67,30,33,49,65,48,54,57,62,68,75,79,59,55,54,32,60,43,24,45,63,86,48,74,44,36,42,30,69,45,56,45,50,22,106,85,65,69,64,68,146,52,66,76,75,58,87,42,98,44,59,40,61,64,30,25,43,45,59,62,121,46,113,51,46,32,41,65,150,64,51,91,102,65,74,23,69,65,27,36,52,52,92,63,121,78,323,78,57,50,68,71,73,57,86,45,49,55,65,51,50,47,35,80,72,57,62,50,62,96,50,27,74,55,57,68,57,58,54,59,60,50,58,43,136,79,49,39,61,47,33,27,54,48,64,32,69,86,60,64,33,67,59,25,50,51,44,79,70,52,58,82,77,64,58,67,49,95,38,89,89,70,67,39,111,66,62,77,64,76,45,126,69,45,51,67,62,55,75,48,65,46,63,67,73,57,46,28,60,50,62,52,47,22,51,82,68,48,78,50,60,67,63,52,43,57,52,50,54,65,64,85,109,97,98,40,43,43,88,54,37,43,29,58,59,34,36,36,41,50,58,71,58,40,45,61,89,63,96,59,62,42,60,56,58,71,58,44,39,45,42,60,48,24,81,51,59,91,53,44,49,69,62,85,72,77,68,52,64,57,31,49,44,53,53,47,62,67,64,98,70,29,62,75,75,58,36,41,34,75,59,42,47,31,80,122,69,51,49,76,48,34,37,65,56,60,64,90,93,52,64,68,51,71,74,44,51,60,43,60,99,53,96,49,55,69,76,47,61,46,88,73,68,51,55,65,59,58,66,40,52,31,8,73,63,14,40,72,33,61,83,55,40,73,41,56,48,83,82,39,33,80,54,83,89,57,47,75,49,47,40,37,58,75,61,51,63,58,99,46,16,88,64,46,33,75,38,93,55,64,68,73,53,59,64,68,61,72,57,35,72,66,21,56,53,73,74,51,47,129,74,48,58,52,52,90,74,97,57,68,121,88,53,55,69,46
